Date,Project_ID,Project_Name,Planned_Spend,Actual_Spend,Cumulative_Planned_Spend,Cumulative_Actual_Spend,Financial_Variance
2026-07-01,JED-PROJ-102,Corniche Mishrifah Service Diversion Project,5049391,2154534,20169088,9073717,-11095371
2026-08-01,JED-PROJ-102,Corniche Mishrifah Service Diversion Project,5039899,2211481,25208987,11285198,-13923789
2026-09-01,JED-PROJ-102,Corniche Mishrifah Service Diversion Project,5039899,25087990,30248886,36373188,6124302
2025-03-10,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,0,216880,0,216880,216880
2025-04-01,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,1724875,2036640,1724875,2253520,528645
2025-05-01,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,1721486,1226729,3446361,3480249,33888
2025-06-01,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,1724875,2561896,5171236,6042145,870909
2025-07-01,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,1721486,1480885,6892722,7523030,630308
2025-08-01,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,1724875,1369056,8617597,8892086,274489
2025-09-01,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,1724875,1857036,10342472,10749122,406650
2025-10-01,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,1721486,2216244,12063958,12965366,901408
2025-11-01,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,1724875,2433124,13788833,15398490,1609657
2025-12-01,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,1724875,1785872,15513708,17184362,1670654
2026-01-01,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,1721486,1982420,17235194,19166782,1931588
2026-02-01,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,1724875,1548660,18960069,20715442,1755373
2026-03-01,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,1721486,1785873,20681555,22501315,1819760
2026-04-01,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,1724875,1524938,22406430,24026253,1619823
2026-05-01,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,1724874,2101026,24131304,26127279,1995975
2026-06-01,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,1721487,2012919,25852791,28140198,2287407
2026-07-01,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,1724874,1460552,27577665,29600750,2023085
2026-08-01,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,1721487,2040029,29299152,31640779,2341627
2026-09-01,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,1724874,3356068,31024026,34996847,3972821
2024-03-13,JED-PROJ-104,Obhur Al Ajwad Service Diversion Project,0,562455,0,562455,562455
2024-04-01,JED-PROJ-104,Obhur Al Ajwad Service Diversion Project,6014960,6636969,6014960,7199424,1184464
2024-05-01,JED-PROJ-104,Obhur Al Ajwad Service Diversion Project,6014961,5862767,12029921,13062191,1032270
2024-06-01,JED-PROJ-104,Obhur Al Ajwad Service Diversion Project,6014960,5326780,18044881,18388971,344090
2024-07-01,JED-PROJ-104,Obhur Al Ajwad Service Diversion Project,6014960,5485591,24059841,23874562,-185279
2024-08-01,JED-PROJ-104,Obhur Al Ajwad Service Diversion Project,6014960,6524478,30074801,30399040,324239
2024-09-01,JED-PROJ-104,Obhur Al Ajwad Service Diversion Project,6021578,6372285,36096379,36771325,674946
2024-10-01,JED-PROJ-104,Obhur Al Ajwad Service Diversion Project,6014960,4426852,42111339,41198177,-913162
2024-11-01,JED-PROJ-104,Obhur Al Ajwad Service Diversion Project,6014960,6709757,48126299,47907934,-218365
2024-12-01,JED-PROJ-104,Obhur Al Ajwad Service Diversion Project,6014960,7040614,54141259,54948548,807289
2025-01-01,JED-PROJ-104,Obhur Al Ajwad Service Diversion Project,6014961,4929753,60156220,59878301,-277919
2025-02-01,JED-PROJ-104,Obhur Al Ajwad Service Diversion Project,6014960,5111528,66171180,64989829,-1181351
2027-08-23,JED-PROJ-105,Al Balad Al Rowais Water & Sewer Infrastructure Renewal,0,11835759,0,11835759,11835759
2026-01-31,JED-PROJ-106,King Abdulaziz Road Obhur Distribution Network Enhancement,0,0,0,0,0
2026-02-01,JED-PROJ-106,King Abdulaziz Road Obhur Distribution Network Enhancement,1274294,1422916,1274294,1422916,148622
2026-03-01,JED-PROJ-106,King Abdulaziz Road Obhur Distribution Network Enhancement,1277046,1282550,2551340,2705466,154126
2026-04-01,JED-PROJ-106,King Abdulaziz Road Obhur Distribution Network Enhancement,1274294,1585299,3825634,4290765,465131
2026-05-01,JED-PROJ-106,King Abdulaziz Road Obhur Distribution Network Enhancement,1277046,2388957,5102680,6679722,1577042
2026-06-01,JED-PROJ-106,King Abdulaziz Road Obhur Distribution Network Enhancement,1274294,1034848,6376974,7714570,1337596
2026-07-01,JED-PROJ-106,King Abdulaziz Road Obhur Distribution Network Enhancement,1274294,1830249,7651268,9544819,1893551
2026-08-01,JED-PROJ-106,King Abdulaziz Road Obhur Distribution Network Enhancement,1277046,1370623,8928314,10915442,1987128
2026-09-01,JED-PROJ-106,King Abdulaziz Road Obhur Distribution Network Enhancement,1274294,9154621,10202608,20070063,9867455
2024-08-04,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,0,0,0,0,0
2024-09-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,1932138,1222078,1932138,1222078,-710060
2024-10-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,1932139,2110861,3864277,3332939,-531338
2024-11-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,1932138,1289702,5796415,4622641,-1173774
2024-12-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,1932138,198044,7728553,4820685,-2907868
2025-01-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,1932139,2415173,9660692,7235858,-2424834
2025-02-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,1932138,743873,11592830,7979731,-3613099
2025-03-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,1932139,1386310,13524969,9366041,-4158928
2025-04-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,1932138,734212,15457107,10100253,-5356854
2025-05-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,1932138,1251060,17389245,11351313,-6037932
2025-06-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,1932139,2463476,19321384,13814789,-5506595
2025-07-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,1932138,941918,21253522,14756707,-6496815
2025-08-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,1932138,1236568,23185660,15993275,-7192385
2025-09-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,1932139,1854853,25117799,17848128,-7269671
2025-10-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,1932138,1400800,27049937,19248928,-7801009
2025-11-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,1932138,289821,28982075,19538749,-9443326
2025-12-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,1932139,2125352,30914214,21664101,-9250113
2026-01-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,1932138,516847,32846352,22180948,-10665404
2026-02-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,1932138,2415173,34778490,24596121,-10182369
2026-03-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,1932139,1173774,36710629,25769895,-10940734
2026-04-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,1932138,1864514,38642767,27634409,-11008358
2026-05-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,1932139,0,40574906,27634409,-12940497
2026-06-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,1932138,1120640,42507044,28755049,-13751995
2026-07-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,1932138,1734094,44439182,30489143,-13950039
2026-08-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,1932139,1304194,46371321,31793337,-14577984
2026-09-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,1932138,6127268,48303459,37920605,-10382854
2026-06-27,JED-PROJ-108,Haramain Gateway Al Rehab Underground Utility Development,0,2125296,0,2125296,2125296
2026-07-01,JED-PROJ-108,Haramain Gateway Al Rehab Underground Utility Development,8486628,0,8486628,2125296,-6361332
2026-08-01,JED-PROJ-108,Haramain Gateway Al Rehab Underground Utility Development,8472072,3158831,16958700,5284127,-11674573
2026-09-01,JED-PROJ-108,Haramain Gateway Al Rehab Underground Utility Development,8486628,27475383,25445328,32759510,7314182
2025-02-18,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,0,0,0,0,0
2025-03-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,988252,1129078,988252,1129078,140826
2025-04-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,985782,249534,1974034,1378612,-595422
2025-05-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,988252,1257550,2962286,2636162,-326124
2025-06-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,988252,479303,3950538,3115465,-835073
2025-07-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,988252,909192,4938790,4024657,-914133
2025-08-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,985781,1633086,5924571,5657743,-266828
2025-09-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,988252,200121,6912823,5857864,-1054959
2025-10-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,988252,1232845,7901075,7090709,-810366
2025-11-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,988252,775778,8889327,7866487,-1022840
2025-12-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,985782,825190,9875109,8691677,-1183432
2026-01-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,988252,1373670,10863361,10065347,-798014
2026-02-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,988252,103767,11851613,10169114,-1682499
2026-03-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,988252,1452730,12839865,11621844,-1218021
2026-04-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,985782,1148844,13825647,12770688,-1054959
2026-05-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,988252,523773,14813899,13294461,-1519438
2026-06-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,988252,1218021,15802151,14512482,-1289669
2026-07-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,988252,96354,16790403,14608836,-2181567
2026-08-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,985781,1208139,17776184,15816975,-1959209
2026-09-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,988252,6373664,18764436,22190639,3426203
2025-12-22,JED-PROJ-110,Southern Jeddah Al Waha Distribution Network Enhancement,0,144579,0,144579,144579
2026-01-01,JED-PROJ-110,Southern Jeddah Al Waha Distribution Network Enhancement,1707073,2133841,1707073,2278420,571347
2026-02-01,JED-PROJ-110,Southern Jeddah Al Waha Distribution Network Enhancement,1708815,1522430,3415888,3800850,384962
2026-03-01,JED-PROJ-110,Southern Jeddah Al Waha Distribution Network Enhancement,1707073,2226163,5122961,6027013,904052
2026-04-01,JED-PROJ-110,Southern Jeddah Al Waha Distribution Network Enhancement,1708815,1689654,6831776,7716667,884891
2026-05-01,JED-PROJ-110,Southern Jeddah Al Waha Distribution Network Enhancement,1707073,2207002,8538849,9923669,1384820
2026-06-01,JED-PROJ-110,Southern Jeddah Al Waha Distribution Network Enhancement,1708815,1912618,10247664,11836287,1588623
2026-07-01,JED-PROJ-110,Southern Jeddah Al Waha Distribution Network Enhancement,1707073,2295839,11954737,14132126,2177389
2026-08-01,JED-PROJ-110,Southern Jeddah Al Waha Distribution Network Enhancement,1708815,1747137,13663552,15879263,2215711
2026-09-01,JED-PROJ-110,Southern Jeddah Al Waha Distribution Network Enhancement,1707073,3341855,15370625,19221118,3850493
2026-06-23,JED-PROJ-111,Eastern Jeddah Al Samer Underground Utility Development,0,0,0,0,0
2026-07-01,JED-PROJ-111,Eastern Jeddah Al Samer Underground Utility Development,1032260,127966,1032260,127966,-904294
2026-08-01,JED-PROJ-111,Eastern Jeddah Al Samer Underground Utility Development,1032259,560207,2064519,688173,-1376346
2026-09-01,JED-PROJ-111,Eastern Jeddah Al Samer Underground Utility Development,1032260,6035245,3096779,6723418,3626639
2025-04-08,JED-PROJ-112,Western Jeddah Al Sanabel Underground Utility Development,0,246165,0,246165,246165
2025-05-01,JED-PROJ-112,Western Jeddah Al Sanabel Underground Utility Development,1137050,564618,1137050,810783,-326267
2025-06-01,JED-PROJ-112,Western Jeddah Al Sanabel Underground Utility Development,1139004,740450,2276054,1551233,-724821
2025-07-01,JED-PROJ-112,Western Jeddah Al Sanabel Underground Utility Development,1137050,480609,3413104,2031842,-1381262
2025-08-01,JED-PROJ-112,Western Jeddah Al Sanabel Underground Utility Development,1137050,1291392,4550154,3323234,-1226920
2025-09-01,JED-PROJ-112,Western Jeddah Al Sanabel Underground Utility Development,1139003,670117,5689157,3993351,-1695806
2025-10-01,JED-PROJ-112,Western Jeddah Al Sanabel Underground Utility Development,1137050,306730,6826207,4300081,-2526126
2025-11-01,JED-PROJ-112,Western Jeddah Al Sanabel Underground Utility Development,1137050,1219105,7963257,5519186,-2444071
2025-12-01,JED-PROJ-112,Western Jeddah Al Sanabel Underground Utility Development,1139004,650580,9102261,6169766,-2932495
2026-01-01,JED-PROJ-112,Western Jeddah Al Sanabel Underground Utility Development,1137050,443489,10239311,6613255,-3626056
2026-02-01,JED-PROJ-112,Western Jeddah Al Sanabel Underground Utility Development,1139003,1031550,11378314,7644805,-3733509
2026-03-01,JED-PROJ-112,Western Jeddah Al Sanabel Underground Utility Development,1137050,787339,12515364,8432144,-4083220
2026-04-01,JED-PROJ-112,Western Jeddah Al Sanabel Underground Utility Development,1137050,543127,13652414,8975271,-4677143
2026-05-01,JED-PROJ-112,Western Jeddah Al Sanabel Underground Utility Development,1139004,1314836,14791418,10290107,-4501311
2026-06-01,JED-PROJ-112,Western Jeddah Al Sanabel Underground Utility Development,1137050,701376,15928468,10991483,-4936985
2026-07-01,JED-PROJ-112,Western Jeddah Al Sanabel Underground Utility Development,1137050,638858,17065518,11630341,-5435177
2026-08-01,JED-PROJ-112,Western Jeddah Al Sanabel Underground Utility Development,1139004,623228,18204522,12253569,-5950953
2026-09-01,JED-PROJ-112,Western Jeddah Al Sanabel Underground Utility Development,1137050,6337268,19341572,18590837,-750735
2025-06-14,JED-PROJ-113,Central Jeddah Al Kandarah Underground Utility Development,0,1173733,0,1173733,1173733
2025-07-01,JED-PROJ-113,Central Jeddah Al Kandarah Underground Utility Development,10281028,5542626,10281028,6716359,-3564669
2025-08-01,JED-PROJ-113,Central Jeddah Al Kandarah Underground Utility Development,10302764,2608294,20583792,9324653,-11259139
2025-09-01,JED-PROJ-113,Central Jeddah Al Kandarah Underground Utility Development,10281028,9889784,30864820,19214437,-11650383
2025-10-01,JED-PROJ-113,Central Jeddah Al Kandarah Underground Utility Development,10302763,8672580,41167583,27887017,-13280566
2025-11-01,JED-PROJ-113,Central Jeddah Al Kandarah Underground Utility Development,10281028,3651612,51448611,31538629,-19909982
2025-12-01,JED-PROJ-113,Central Jeddah Al Kandarah Underground Utility Development,10302764,3173425,61751375,34712054,-27039321
2026-01-01,JED-PROJ-113,Central Jeddah Al Kandarah Underground Utility Development,10281028,12128570,72032403,46840624,-25191779
2026-02-01,JED-PROJ-113,Central Jeddah Al Kandarah Underground Utility Development,10302763,1782335,82335166,48622959,-33712207
2026-03-01,JED-PROJ-113,Central Jeddah Al Kandarah Underground Utility Development,10281028,6825037,92616194,55447996,-37168198
2026-04-01,JED-PROJ-113,Central Jeddah Al Kandarah Underground Utility Development,10302764,5629569,102918958,61077565,-41841393
2026-05-01,JED-PROJ-113,Central Jeddah Al Kandarah Underground Utility Development,10281028,7672734,113199986,68750299,-44449687
2026-06-01,JED-PROJ-113,Central Jeddah Al Kandarah Underground Utility Development,10302764,9694161,123502750,78444460,-45058290
2026-07-01,JED-PROJ-113,Central Jeddah Al Kandarah Underground Utility Development,10281028,4521044,133783778,82965504,-50818274
2026-08-01,JED-PROJ-113,Central Jeddah Al Kandarah Underground Utility Development,10302763,3912442,144086541,86877946,-57208595
2026-09-01,JED-PROJ-113,Central Jeddah Al Kandarah Underground Utility Development,10281028,109363990,154367569,196241936,41874367
2026-10-21,JED-PROJ-114,Corniche Al Shati Utility Network Upgrade,0,19698347,0,19698347,19698347
2026-04-18,JED-PROJ-115,Airport District Al Naseem Underground Utility Development,0,0,0,0,0
2026-05-01,JED-PROJ-115,Airport District Al Naseem Underground Utility Development,4021804,0,4021804,0,-4021804
2026-06-01,JED-PROJ-115,Airport District Al Naseem Underground Utility Development,4012385,0,8034189,0,-8034189
2026-07-01,JED-PROJ-115,Airport District Al Naseem Underground Utility Development,4021804,0,12055993,0,-12055993
2026-08-01,JED-PROJ-115,Airport District Al Naseem Underground Utility Development,4012385,0,16068378,0,-16068378
2026-09-01,JED-PROJ-115,Airport District Al Naseem Underground Utility Development,4021804,21437558,20090182,21437558,1347376
2025-11-10,JED-PROJ-116,Obhur Al Faisaliyah Utility Network Upgrade,0,0,0,0,0
2025-12-01,JED-PROJ-116,Obhur Al Faisaliyah Utility Network Upgrade,7751904,10784478,7751904,10784478,3032574
2026-01-01,JED-PROJ-116,Obhur Al Faisaliyah Utility Network Upgrade,7769849,5760095,15521753,16544573,1022820
2026-02-01,JED-PROJ-116,Obhur Al Faisaliyah Utility Network Upgrade,7751904,7895458,23273657,24440031,1166374
2026-03-01,JED-PROJ-116,Obhur Al Faisaliyah Utility Network Upgrade,7751904,5598598,31025561,30038629,-986932
2026-04-01,JED-PROJ-116,Obhur Al Faisaliyah Utility Network Upgrade,7769849,11717577,38795410,41756206,2960796
2026-05-01,JED-PROJ-116,Obhur Al Faisaliyah Utility Network Upgrade,7751904,9223331,46547314,50979537,4432223
2026-06-01,JED-PROJ-116,Obhur Al Faisaliyah Utility Network Upgrade,7751904,5293546,54299218,56273083,1973865
2026-07-01,JED-PROJ-116,Obhur Al Faisaliyah Utility Network Upgrade,7751904,10694756,62051122,66967839,4916717
2026-08-01,JED-PROJ-116,Obhur Al Faisaliyah Utility Network Upgrade,7769849,9366885,69820971,76334724,6513753
2026-09-01,JED-PROJ-116,Obhur Al Faisaliyah Utility Network Upgrade,7751904,14049562,77572875,90384286,12811411
2026-04-01,JED-PROJ-117,Al Balad Al Manar Neighborhood Services Improvement,0,84060,0,84060,84060
2026-05-01,JED-PROJ-117,Al Balad Al Manar Neighborhood Services Improvement,7554935,0,7554935,84060,-7470875
2026-06-01,JED-PROJ-117,Al Balad Al Manar Neighborhood Services Improvement,7554935,0,15109870,84060,-15025810
2026-07-01,JED-PROJ-117,Al Balad Al Manar Neighborhood Services Improvement,7565443,0,22675313,84060,-22591253
2026-08-01,JED-PROJ-117,Al Balad Al Manar Neighborhood Services Improvement,7554935,0,30230248,84060,-30146188
2026-09-01,JED-PROJ-117,Al Balad Al Manar Neighborhood Services Improvement,7554935,13982525,37785183,14066585,-23718598
2025-03-07,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,0,0,0,0,0
2025-04-01,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,612589,578491,612589,578491,-34098
2025-05-01,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,612589,239862,1225178,818353,-406825
2025-06-01,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,611413,243389,1836591,1061742,-774849
2025-07-01,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,612588,630226,2449179,1691968,-757211
2025-08-01,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,612589,443274,3061768,2135242,-926526
2025-09-01,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,612589,201061,3674357,2336303,-1338054
2025-10-01,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,612589,631402,4286946,2967705,-1319241
2025-11-01,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,612588,423285,4899534,3390990,-1508544
2025-12-01,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,612589,135217,5512123,3526207,-1985916
2026-01-01,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,611413,701949,6123536,4228156,-1895380
2026-02-01,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,612589,44680,6736125,4272836,-2463289
2026-03-01,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,612589,429165,7348714,4702001,-2646713
2026-04-01,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,612589,393891,7961303,5095892,-2865411
2026-05-01,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,612588,703125,8573891,5799017,-2774874
2026-06-01,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,611413,301003,9185304,6100020,-3085284
2026-07-01,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,612589,189303,9797893,6289323,-3508570
2026-08-01,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,612589,524404,10410482,6813727,-3596755
2026-09-01,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,612589,3924547,11023071,10738274,-284797
2023-06-08,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,0,0,0,0,0
2023-07-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,6574549,8480615,6574549,8480615,1906066
2023-08-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,6574548,6187811,13149097,14668426,1519329
2023-09-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,6588361,5082844,19737458,19751270,13812
2023-10-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,6574548,8881165,26312006,28632435,2320429
2023-11-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,6574549,3839758,32886555,32472193,-414362
2023-12-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,6574549,9392212,39461104,41864405,2403301
2024-01-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,6574548,5013784,46035652,46878189,842537
2024-02-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,6588361,6408804,52624013,53286993,662980
2024-03-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,6574549,4240307,59198562,57527300,-1671262
2024-04-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,6574548,10138065,65773110,67665365,1892255
2024-05-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,6574549,4323180,72347659,71988545,-359114
2024-06-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,6574548,5262401,78922207,77250946,-1671261
2024-07-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,6574549,5828697,85496756,83079643,-2417113
2024-08-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,6588361,9295527,92085117,92375170,290053
2024-09-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,6574548,6422616,98659665,98797786,138121
2024-10-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,6574549,7527582,105234214,106325368,1091154
2024-11-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,6574549,7430897,111808763,113756265,1947502
2024-12-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,6574548,2541422,118383311,116297687,-2085624
2025-01-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,6588361,9820387,124971672,126118074,1146402
2025-02-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,6574548,3867382,131546220,129985456,-1560764
2025-03-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,6574549,5499571,138120769,135485027,-2635742
2025-09-16,JED-PROJ-120,Haramain Gateway Al Khalidiyah Neighborhood Services Improvement,0,436338,0,436338,436338
2025-10-01,JED-PROJ-120,Haramain Gateway Al Khalidiyah Neighborhood Services Improvement,1825031,0,1825031,436338,-1388693
2025-11-01,JED-PROJ-120,Haramain Gateway Al Khalidiyah Neighborhood Services Improvement,1825031,0,3650062,436338,-3213724
2025-12-01,JED-PROJ-120,Haramain Gateway Al Khalidiyah Neighborhood Services Improvement,1821237,0,5471299,436338,-5034961
2026-01-01,JED-PROJ-120,Haramain Gateway Al Khalidiyah Neighborhood Services Improvement,1825031,0,7296330,436338,-6859992
2026-02-01,JED-PROJ-120,Haramain Gateway Al Khalidiyah Neighborhood Services Improvement,1825032,0,9121362,436338,-8685024
2026-03-01,JED-PROJ-120,Haramain Gateway Al Khalidiyah Neighborhood Services Improvement,1825031,0,10946393,436338,-10510055
2026-04-01,JED-PROJ-120,Haramain Gateway Al Khalidiyah Neighborhood Services Improvement,1825031,0,12771424,436338,-12335086
2026-05-01,JED-PROJ-120,Haramain Gateway Al Khalidiyah Neighborhood Services Improvement,1825031,0,14596455,436338,-14160117
2026-06-01,JED-PROJ-120,Haramain Gateway Al Khalidiyah Neighborhood Services Improvement,1825031,0,16421486,436338,-15985148
2026-07-01,JED-PROJ-120,Haramain Gateway Al Khalidiyah Neighborhood Services Improvement,1821237,0,18242723,436338,-17806385
2026-08-01,JED-PROJ-120,Haramain Gateway Al Khalidiyah Neighborhood Services Improvement,1825031,0,20067754,436338,-19631416
2026-09-01,JED-PROJ-120,Haramain Gateway Al Khalidiyah Neighborhood Services Improvement,1825032,17889778,21892786,18326116,-3566670
2026-03-25,JED-PROJ-121,Northern Jeddah Al Hamdaniyah Sports Facility Rehabilitation,0,1069101,0,1069101,1069101
2026-04-01,JED-PROJ-121,Northern Jeddah Al Hamdaniyah Sports Facility Rehabilitation,6597357,1014275,6597357,2083376,-4513981
2026-05-01,JED-PROJ-121,Northern Jeddah Al Hamdaniyah Sports Facility Rehabilitation,6597357,3856073,13194714,5939449,-7255265
2026-06-01,JED-PROJ-121,Northern Jeddah Al Hamdaniyah Sports Facility Rehabilitation,6597357,3070238,19792071,9009687,-10782384
2026-07-01,JED-PROJ-121,Northern Jeddah Al Hamdaniyah Sports Facility Rehabilitation,6597357,4075376,26389428,13085063,-13304365
2026-08-01,JED-PROJ-121,Northern Jeddah Al Hamdaniyah Sports Facility Rehabilitation,6597357,3728146,32986785,16813209,-16173576
