Date,Project_ID,Project_Name,Planned_Progress,Actual_Progress,Progress_Variance
2024-07-01,JED-PROJ-099,Eastern Jeddah Al Safa Runoff Management Improvement,75.68,75.32,-0.36
2024-08-01,JED-PROJ-099,Eastern Jeddah Al Safa Runoff Management Improvement,78.38,79.46,1.08
2024-09-01,JED-PROJ-099,Eastern Jeddah Al Safa Runoff Management Improvement,81.08,80.02,-1.06
2024-10-01,JED-PROJ-099,Eastern Jeddah Al Safa Runoff Management Improvement,83.78,83.98,0.2
2024-11-01,JED-PROJ-099,Eastern Jeddah Al Safa Runoff Management Improvement,86.49,87.33,0.84
2024-12-01,JED-PROJ-099,Eastern Jeddah Al Safa Runoff Management Improvement,89.19,89.61,0.42
2025-01-01,JED-PROJ-099,Eastern Jeddah Al Safa Runoff Management Improvement,91.89,90.77,-1.12
2025-02-01,JED-PROJ-099,Eastern Jeddah Al Safa Runoff Management Improvement,94.59,94.07,-0.52
2025-03-01,JED-PROJ-099,Eastern Jeddah Al Safa Runoff Management Improvement,97.3,98.32,1.02
2025-04-01,JED-PROJ-099,Eastern Jeddah Al Safa Runoff Management Improvement,100.0,100.0,0.0
2025-04-27,JED-PROJ-100,Western Jeddah Al Khalidiyah Drainage Network Expansion,0.0,0.0,0.0
2025-05-01,JED-PROJ-100,Western Jeddah Al Khalidiyah Drainage Network Expansion,3.17,4.65,1.48
2025-06-01,JED-PROJ-100,Western Jeddah Al Khalidiyah Drainage Network Expansion,6.34,5.76,-0.58
2025-07-01,JED-PROJ-100,Western Jeddah Al Khalidiyah Drainage Network Expansion,9.51,12.03,2.52
2025-08-01,JED-PROJ-100,Western Jeddah Al Khalidiyah Drainage Network Expansion,12.68,13.79,1.11
2025-09-01,JED-PROJ-100,Western Jeddah Al Khalidiyah Drainage Network Expansion,15.84,20.22,4.38
2025-10-01,JED-PROJ-100,Western Jeddah Al Khalidiyah Drainage Network Expansion,19.01,21.81,2.8
2025-11-01,JED-PROJ-100,Western Jeddah Al Khalidiyah Drainage Network Expansion,22.18,25.38,3.2
2025-12-01,JED-PROJ-100,Western Jeddah Al Khalidiyah Drainage Network Expansion,25.35,28.45,3.1
2026-01-01,JED-PROJ-100,Western Jeddah Al Khalidiyah Drainage Network Expansion,28.52,32.73,4.21
2026-02-01,JED-PROJ-100,Western Jeddah Al Khalidiyah Drainage Network Expansion,31.69,38.5,6.81
2026-03-01,JED-PROJ-100,Western Jeddah Al Khalidiyah Drainage Network Expansion,34.86,42.65,7.79
2026-04-01,JED-PROJ-100,Western Jeddah Al Khalidiyah Drainage Network Expansion,38.03,44.1,6.07
2026-05-01,JED-PROJ-100,Western Jeddah Al Khalidiyah Drainage Network Expansion,41.19,48.11,6.92
2026-06-01,JED-PROJ-100,Western Jeddah Al Khalidiyah Drainage Network Expansion,44.36,52.81,8.45
2026-07-01,JED-PROJ-100,Western Jeddah Al Khalidiyah Drainage Network Expansion,47.53,57.11,9.58
2026-08-01,JED-PROJ-100,Western Jeddah Al Khalidiyah Drainage Network Expansion,50.7,59.77,9.07
2026-09-01,JED-PROJ-100,Western Jeddah Al Khalidiyah Drainage Network Expansion,53.87,58.51,4.64
2026-02-26,JED-PROJ-101,Central Jeddah Al Rawdah Distribution Network Enhancement,0.0,0.0,0.0
2026-03-01,JED-PROJ-101,Central Jeddah Al Rawdah Distribution Network Enhancement,8.77,2.48,-6.29
2026-04-01,JED-PROJ-101,Central Jeddah Al Rawdah Distribution Network Enhancement,17.53,2.48,-15.05
2026-05-01,JED-PROJ-101,Central Jeddah Al Rawdah Distribution Network Enhancement,26.3,5.77,-20.53
2026-06-01,JED-PROJ-101,Central Jeddah Al Rawdah Distribution Network Enhancement,35.06,6.6,-28.46
2026-07-01,JED-PROJ-101,Central Jeddah Al Rawdah Distribution Network Enhancement,43.83,9.96,-33.87
2026-08-01,JED-PROJ-101,Central Jeddah Al Rawdah Distribution Network Enhancement,52.59,9.96,-42.63
2026-09-01,JED-PROJ-101,Central Jeddah Al Rawdah Distribution Network Enhancement,61.36,36.91,-24.45
2026-03-06,JED-PROJ-102,Corniche Mishrifah Service Diversion Project,0.0,0.0,0.0
2026-04-01,JED-PROJ-102,Corniche Mishrifah Service Diversion Project,5.31,2.85,-2.46
2026-05-01,JED-PROJ-102,Corniche Mishrifah Service Diversion Project,10.62,3.1,-7.52
2026-06-01,JED-PROJ-102,Corniche Mishrifah Service Diversion Project,15.93,7.29,-8.64
2026-07-01,JED-PROJ-102,Corniche Mishrifah Service Diversion Project,21.25,9.56,-11.69
2026-08-01,JED-PROJ-102,Corniche Mishrifah Service Diversion Project,26.56,11.89,-14.67
2026-09-01,JED-PROJ-102,Corniche Mishrifah Service Diversion Project,31.87,22.94,-8.93
2025-03-10,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,0.0,0.64,0.64
2025-04-01,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,5.09,6.65,1.56
2025-05-01,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,10.17,10.27,0.1
2025-06-01,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,15.26,17.83,2.57
2025-07-01,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,20.34,22.2,1.86
2025-08-01,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,25.43,26.24,0.81
2025-09-01,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,30.52,31.72,1.2
2025-10-01,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,35.6,38.26,2.66
2025-11-01,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,40.69,45.44,4.75
2025-12-01,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,45.78,50.71,4.93
2026-01-01,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,50.86,56.56,5.7
2026-02-01,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,55.95,61.13,5.18
2026-03-01,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,61.03,66.4,5.37
2026-04-01,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,66.12,70.9,4.78
2026-05-01,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,71.21,77.1,5.89
2026-06-01,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,76.29,83.04,6.75
2026-07-01,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,81.38,87.35,5.97
2026-08-01,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,86.46,93.37,6.91
2026-09-01,JED-PROJ-103,Airport District Al Jamiah Underground Utility Development,91.55,95.74,4.19
2024-03-13,JED-PROJ-104,Obhur Al Ajwad Service Diversion Project,0.0,0.85,0.85
2024-04-01,JED-PROJ-104,Obhur Al Ajwad Service Diversion Project,9.09,10.88,1.79
2024-05-01,JED-PROJ-104,Obhur Al Ajwad Service Diversion Project,18.18,19.74,1.56
2024-06-01,JED-PROJ-104,Obhur Al Ajwad Service Diversion Project,27.27,27.79,0.52
2024-07-01,JED-PROJ-104,Obhur Al Ajwad Service Diversion Project,36.36,36.08,-0.28
2024-08-01,JED-PROJ-104,Obhur Al Ajwad Service Diversion Project,45.45,45.94,0.49
2024-09-01,JED-PROJ-104,Obhur Al Ajwad Service Diversion Project,54.55,55.57,1.02
2024-10-01,JED-PROJ-104,Obhur Al Ajwad Service Diversion Project,63.64,62.26,-1.38
2024-11-01,JED-PROJ-104,Obhur Al Ajwad Service Diversion Project,72.73,72.4,-0.33
2024-12-01,JED-PROJ-104,Obhur Al Ajwad Service Diversion Project,81.82,83.04,1.22
2025-01-01,JED-PROJ-104,Obhur Al Ajwad Service Diversion Project,90.91,90.49,-0.42
2025-02-01,JED-PROJ-104,Obhur Al Ajwad Service Diversion Project,100.0,100.0,0.0
2027-08-23,JED-PROJ-105,Al Balad Al Rowais Water & Sewer Infrastructure Renewal,0.0,0.0,0.0
2026-01-31,JED-PROJ-106,King Abdulaziz Road Obhur Distribution Network Enhancement,0.0,0.0,0.0
2026-02-01,JED-PROJ-106,King Abdulaziz Road Obhur Distribution Network Enhancement,4.63,5.17,0.54
2026-03-01,JED-PROJ-106,King Abdulaziz Road Obhur Distribution Network Enhancement,9.27,9.83,0.56
2026-04-01,JED-PROJ-106,King Abdulaziz Road Obhur Distribution Network Enhancement,13.9,15.59,1.69
2026-05-01,JED-PROJ-106,King Abdulaziz Road Obhur Distribution Network Enhancement,18.54,24.27,5.73
2026-06-01,JED-PROJ-106,King Abdulaziz Road Obhur Distribution Network Enhancement,23.17,28.03,4.86
2026-07-01,JED-PROJ-106,King Abdulaziz Road Obhur Distribution Network Enhancement,27.8,34.68,6.88
2026-08-01,JED-PROJ-106,King Abdulaziz Road Obhur Distribution Network Enhancement,32.44,39.66,7.22
2026-09-01,JED-PROJ-106,King Abdulaziz Road Obhur Distribution Network Enhancement,37.07,41.61,4.54
2024-08-04,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,0.0,0.0,0.0
2024-09-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,4.0,2.53,-1.47
2024-10-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,8.0,6.9,-1.1
2024-11-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,12.0,9.57,-2.43
2024-12-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,16.0,9.98,-6.02
2025-01-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,20.0,14.98,-5.02
2025-02-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,24.0,16.52,-7.48
2025-03-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,28.0,19.39,-8.61
2025-04-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,32.0,20.91,-11.09
2025-05-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,36.0,23.5,-12.5
2025-06-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,40.0,28.6,-11.4
2025-07-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,44.0,30.55,-13.45
2025-08-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,48.0,33.11,-14.89
2025-09-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,52.0,36.95,-15.05
2025-10-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,56.0,39.85,-16.15
2025-11-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,60.0,40.45,-19.55
2025-12-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,64.0,44.85,-19.15
2026-01-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,68.0,45.92,-22.08
2026-02-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,72.0,50.92,-21.08
2026-03-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,76.0,53.35,-22.65
2026-04-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,80.0,57.21,-22.79
2026-05-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,84.0,57.21,-26.79
2026-06-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,88.0,59.53,-28.47
2026-07-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,92.0,63.12,-28.88
2026-08-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,96.0,65.82,-30.18
2026-09-01,JED-PROJ-107,Prince Majed Corridor Al Zahra Utility Network Upgrade,100.0,84.73,-15.27
2026-06-27,JED-PROJ-108,Haramain Gateway Al Rehab Underground Utility Development,0.0,1.46,1.46
2026-07-01,JED-PROJ-108,Haramain Gateway Al Rehab Underground Utility Development,5.83,1.46,-4.37
2026-08-01,JED-PROJ-108,Haramain Gateway Al Rehab Underground Utility Development,11.65,3.63,-8.02
2026-09-01,JED-PROJ-108,Haramain Gateway Al Rehab Underground Utility Development,17.48,12.08,-5.4
2025-02-18,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,0.0,0.0,0.0
2025-03-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,4.0,4.57,0.57
2025-04-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,7.99,5.58,-2.41
2025-05-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,11.99,10.67,-1.32
2025-06-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,15.99,12.61,-3.38
2025-07-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,19.99,16.29,-3.7
2025-08-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,23.98,22.9,-1.08
2025-09-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,27.98,23.71,-4.27
2025-10-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,31.98,28.7,-3.28
2025-11-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,35.98,31.84,-4.14
2025-12-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,39.97,35.18,-4.79
2026-01-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,43.97,40.74,-3.23
2026-02-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,47.97,41.16,-6.81
2026-03-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,51.97,47.04,-4.93
2026-04-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,55.96,51.69,-4.27
2026-05-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,59.96,53.81,-6.15
2026-06-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,63.96,58.74,-5.22
2026-07-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,67.96,59.13,-8.83
2026-08-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,71.95,64.02,-7.93
2026-09-01,JED-PROJ-109,Northern Jeddah Al Rawabi Substation Access Improvement,75.95,71.92,-4.03
2025-12-22,JED-PROJ-110,Southern Jeddah Al Waha Distribution Network Enhancement,0.0,0.83,0.83
2026-01-01,JED-PROJ-110,Southern Jeddah Al Waha Distribution Network Enhancement,9.8,13.08,3.28
2026-02-01,JED-PROJ-110,Southern Jeddah Al Waha Distribution Network Enhancement,19.61,21.82,2.21
2026-03-01,JED-PROJ-110,Southern Jeddah Al Waha Distribution Network Enhancement,29.41,34.6,5.19
2026-04-01,JED-PROJ-110,Southern Jeddah Al Waha Distribution Network Enhancement,39.22,44.3,5.08
2026-05-01,JED-PROJ-110,Southern Jeddah Al Waha Distribution Network Enhancement,49.02,56.97,7.95
2026-06-01,JED-PROJ-110,Southern Jeddah Al Waha Distribution Network Enhancement,58.83,67.95,9.12
2026-07-01,JED-PROJ-110,Southern Jeddah Al Waha Distribution Network Enhancement,68.63,81.13,12.5
2026-08-01,JED-PROJ-110,Southern Jeddah Al Waha Distribution Network Enhancement,78.44,91.16,12.72
2026-09-01,JED-PROJ-110,Southern Jeddah Al Waha Distribution Network Enhancement,88.24,95.18,6.94
2026-06-23,JED-PROJ-111,Eastern Jeddah Al Samer Underground Utility Development,0.0,0.0,0.0
2026-07-01,JED-PROJ-111,Eastern Jeddah Al Samer Underground Utility Development,3.63,0.45,-3.18
2026-08-01,JED-PROJ-111,Eastern Jeddah Al Samer Underground Utility Development,7.26,2.42,-4.84
2026-09-01,JED-PROJ-111,Eastern Jeddah Al Samer Underground Utility Development,10.89,8.0,-2.89
2025-04-08,JED-PROJ-112,Western Jeddah Al Sanabel Underground Utility Development,0.0,1.26,1.26
2025-05-01,JED-PROJ-112,Western Jeddah Al Sanabel Underground Utility Development,5.82,4.15,-1.67
2025-06-01,JED-PROJ-112,Western Jeddah Al Sanabel Underground Utility Development,11.65,7.94,-3.71
2025-07-01,JED-PROJ-112,Western Jeddah Al Sanabel Underground Utility Development,17.47,10.4,-7.07
2025-08-01,JED-PROJ-112,Western Jeddah Al Sanabel Underground Utility Development,23.29,17.01,-6.28
2025-09-01,JED-PROJ-112,Western Jeddah Al Sanabel Underground Utility Development,29.12,20.44,-8.68
2025-10-01,JED-PROJ-112,Western Jeddah Al Sanabel Underground Utility Development,34.94,22.01,-12.93
2025-11-01,JED-PROJ-112,Western Jeddah Al Sanabel Underground Utility Development,40.76,28.25,-12.51
2025-12-01,JED-PROJ-112,Western Jeddah Al Sanabel Underground Utility Development,46.59,31.58,-15.01
2026-01-01,JED-PROJ-112,Western Jeddah Al Sanabel Underground Utility Development,52.41,33.85,-18.56
2026-02-01,JED-PROJ-112,Western Jeddah Al Sanabel Underground Utility Development,58.24,39.13,-19.11
2026-03-01,JED-PROJ-112,Western Jeddah Al Sanabel Underground Utility Development,64.06,43.16,-20.9
2026-04-01,JED-PROJ-112,Western Jeddah Al Sanabel Underground Utility Development,69.88,45.94,-23.94
2026-05-01,JED-PROJ-112,Western Jeddah Al Sanabel Underground Utility Development,75.71,52.67,-23.04
2026-06-01,JED-PROJ-112,Western Jeddah Al Sanabel Underground Utility Development,81.53,56.26,-25.27
2026-07-01,JED-PROJ-112,Western Jeddah Al Sanabel Underground Utility Development,87.35,59.53,-27.82
2026-08-01,JED-PROJ-112,Western Jeddah Al Sanabel Underground Utility Development,93.18,62.72,-30.46
2026-09-01,JED-PROJ-112,Western Jeddah Al Sanabel Underground Utility Development,99.0,82.89,-16.11
2025-06-14,JED-PROJ-113,Central Jeddah Al Kandarah Underground Utility Development,0.0,0.54,0.54
2025-07-01,JED-PROJ-113,Central Jeddah Al Kandarah Underground Utility Development,4.73,3.09,-1.64
2025-08-01,JED-PROJ-113,Central Jeddah Al Kandarah Underground Utility Development,9.47,4.29,-5.18
2025-09-01,JED-PROJ-113,Central Jeddah Al Kandarah Underground Utility Development,14.2,8.84,-5.36
2025-10-01,JED-PROJ-113,Central Jeddah Al Kandarah Underground Utility Development,18.94,12.83,-6.11
2025-11-01,JED-PROJ-113,Central Jeddah Al Kandarah Underground Utility Development,23.67,14.51,-9.16
2025-12-01,JED-PROJ-113,Central Jeddah Al Kandarah Underground Utility Development,28.41,15.97,-12.44
2026-01-01,JED-PROJ-113,Central Jeddah Al Kandarah Underground Utility Development,33.14,21.55,-11.59
2026-02-01,JED-PROJ-113,Central Jeddah Al Kandarah Underground Utility Development,37.88,22.37,-15.51
2026-03-01,JED-PROJ-113,Central Jeddah Al Kandarah Underground Utility Development,42.61,25.51,-17.1
2026-04-01,JED-PROJ-113,Central Jeddah Al Kandarah Underground Utility Development,47.35,28.1,-19.25
2026-05-01,JED-PROJ-113,Central Jeddah Al Kandarah Underground Utility Development,52.08,31.63,-20.45
2026-06-01,JED-PROJ-113,Central Jeddah Al Kandarah Underground Utility Development,56.82,36.09,-20.73
2026-07-01,JED-PROJ-113,Central Jeddah Al Kandarah Underground Utility Development,61.55,38.17,-23.38
2026-08-01,JED-PROJ-113,Central Jeddah Al Kandarah Underground Utility Development,66.29,39.97,-26.32
2026-09-01,JED-PROJ-113,Central Jeddah Al Kandarah Underground Utility Development,71.02,57.49,-13.53
2026-10-21,JED-PROJ-114,Corniche Al Shati Utility Network Upgrade,0.0,0.0,0.0
2026-04-18,JED-PROJ-115,Airport District Al Naseem Underground Utility Development,0.0,0.0,0.0
2026-05-01,JED-PROJ-115,Airport District Al Naseem Underground Utility Development,4.27,0.0,-4.27
2026-06-01,JED-PROJ-115,Airport District Al Naseem Underground Utility Development,8.53,0.0,-8.53
2026-07-01,JED-PROJ-115,Airport District Al Naseem Underground Utility Development,12.8,0.0,-12.8
2026-08-01,JED-PROJ-115,Airport District Al Naseem Underground Utility Development,17.06,0.0,-17.06
2026-09-01,JED-PROJ-115,Airport District Al Naseem Underground Utility Development,21.33,6.56,-14.77
2025-11-10,JED-PROJ-116,Obhur Al Faisaliyah Utility Network Upgrade,0.0,0.0,0.0
2025-12-01,JED-PROJ-116,Obhur Al Faisaliyah Utility Network Upgrade,4.32,6.01,1.69
2026-01-01,JED-PROJ-116,Obhur Al Faisaliyah Utility Network Upgrade,8.65,9.22,0.57
2026-02-01,JED-PROJ-116,Obhur Al Faisaliyah Utility Network Upgrade,12.97,13.62,0.65
2026-03-01,JED-PROJ-116,Obhur Al Faisaliyah Utility Network Upgrade,17.29,16.74,-0.55
2026-04-01,JED-PROJ-116,Obhur Al Faisaliyah Utility Network Upgrade,21.62,23.27,1.65
2026-05-01,JED-PROJ-116,Obhur Al Faisaliyah Utility Network Upgrade,25.94,28.41,2.47
2026-06-01,JED-PROJ-116,Obhur Al Faisaliyah Utility Network Upgrade,30.26,31.36,1.1
2026-07-01,JED-PROJ-116,Obhur Al Faisaliyah Utility Network Upgrade,34.58,37.32,2.74
2026-08-01,JED-PROJ-116,Obhur Al Faisaliyah Utility Network Upgrade,38.91,42.54,3.63
2026-09-01,JED-PROJ-116,Obhur Al Faisaliyah Utility Network Upgrade,43.23,44.32,1.09
2026-04-01,JED-PROJ-117,Al Balad Al Manar Neighborhood Services Improvement,0.0,0.08,0.08
2026-05-01,JED-PROJ-117,Al Balad Al Manar Neighborhood Services Improvement,7.19,0.08,-7.11
2026-06-01,JED-PROJ-117,Al Balad Al Manar Neighborhood Services Improvement,14.38,0.08,-14.3
2026-07-01,JED-PROJ-117,Al Balad Al Manar Neighborhood Services Improvement,21.58,0.08,-21.5
2026-08-01,JED-PROJ-117,Al Balad Al Manar Neighborhood Services Improvement,28.77,0.08,-28.69
2026-09-01,JED-PROJ-117,Al Balad Al Manar Neighborhood Services Improvement,35.96,16.75,-19.21
2025-03-07,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,0.0,0.0,0.0
2025-04-01,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,5.21,4.92,-0.29
2025-05-01,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,10.42,6.96,-3.46
2025-06-01,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,15.62,9.03,-6.59
2025-07-01,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,20.83,14.39,-6.44
2025-08-01,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,26.04,18.16,-7.88
2025-09-01,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,31.25,19.87,-11.38
2025-10-01,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,36.46,25.24,-11.22
2025-11-01,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,41.67,28.84,-12.83
2025-12-01,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,46.88,29.99,-16.89
2026-01-01,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,52.08,35.96,-16.12
2026-02-01,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,57.29,36.34,-20.95
2026-03-01,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,62.5,39.99,-22.51
2026-04-01,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,67.71,43.34,-24.37
2026-05-01,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,72.92,49.32,-23.6
2026-06-01,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,78.12,51.88,-26.24
2026-07-01,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,83.33,53.49,-29.84
2026-08-01,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,88.54,57.95,-30.59
2026-09-01,JED-PROJ-118,King Abdulaziz Road Prince Fawaz Emergency Services Facility Enhancement,93.75,77.67,-16.08
2023-06-08,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,0.0,0.0,0.0
2023-07-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,4.76,6.14,1.38
2023-08-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,9.52,10.62,1.1
2023-09-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,14.29,14.3,0.01
2023-10-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,19.05,20.73,1.68
2023-11-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,23.81,23.51,-0.3
2023-12-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,28.57,30.31,1.74
2024-01-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,33.33,33.94,0.61
2024-02-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,38.1,38.58,0.48
2024-03-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,42.86,41.65,-1.21
2024-04-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,47.62,48.99,1.37
2024-05-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,52.38,52.12,-0.26
2024-06-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,57.14,55.93,-1.21
2024-07-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,61.9,60.15,-1.75
2024-08-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,66.67,66.88,0.21
2024-09-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,71.43,71.53,0.1
2024-10-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,76.19,76.98,0.79
2024-11-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,80.95,82.36,1.41
2024-12-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,85.71,84.2,-1.51
2025-01-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,90.48,91.31,0.83
2025-02-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,95.24,94.11,-1.13
2025-03-01,JED-PROJ-119,Prince Majed Corridor Al Balad Neighborhood Services Improvement,100.0,100.0,0.0
2025-09-16,JED-PROJ-120,Haramain Gateway Al Khalidiyah Neighborhood Services Improvement,0.0,1.15,1.15
2025-10-01,JED-PROJ-120,Haramain Gateway Al Khalidiyah Neighborhood Services Improvement,4.81,1.15,-3.66
2025-11-01,JED-PROJ-120,Haramain Gateway Al Khalidiyah Neighborhood Services Improvement,9.62,1.15,-8.47
2025-12-01,JED-PROJ-120,Haramain Gateway Al Khalidiyah Neighborhood Services Improvement,14.42,1.15,-13.27
2026-01-01,JED-PROJ-120,Haramain Gateway Al Khalidiyah Neighborhood Services Improvement,19.23,1.15,-18.08
2026-02-01,JED-PROJ-120,Haramain Gateway Al Khalidiyah Neighborhood Services Improvement,24.04,1.15,-22.89
2026-03-01,JED-PROJ-120,Haramain Gateway Al Khalidiyah Neighborhood Services Improvement,28.85,1.15,-27.7
2026-04-01,JED-PROJ-120,Haramain Gateway Al Khalidiyah Neighborhood Services Improvement,33.66,1.15,-32.51
